,Unnamed: 0,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,hl2b_name,main_time,main_extra_time,completion_time,pic_url,genre,tags,single_genre,score,main_70,main_extra_time_70,bonus_content_70,main_70_noise,main_extra_time_70_noise,completion_time_250,completion_time_250_noise,bonus_content_70_noise,bonus_content_250,bonus_content_250_noise,ccu_15k,ccu_10k,ccu_5k
10,19,49520,Borderlands 2,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",,246139,16546,0,"10,000,000 .. 20,000,000",3281,1008,961,1526,1999,19.99,0,4264,Borderlands 2,30.0,54.0,125.0,/games/Borderlands2boxart3.jpg,"Action, RPG","{'Loot': 9578, 'Shooter': 9092, 'Action': 9049, 'Multiplayer': 7478, 'Co-op': 7332, 'Looter Shooter': 7004, 'FPS': 6777, 'RPG': 5465, 'First-Person': 5341, 'Funny': 5014, 'Comedy': 4790, 'Open World': 3425, 'Combat': 2929, 'Online Co-Op': 2059, 'Adventure': 1988, 'Action RPG': 1736, 'Dark Humor': 1655, 'Memes': 1325, 'Singleplayer': 1310, 'Sci-fi': 1283}",RPG,93.70120105830176,30.0,54.0,71.0,30.321753039345328,53.739182141578674,125.0,125.43418460608393,68.9836446610875,95.0,95.52617390958555,4264,4264,4264
11,21,346110,ARK: Survival Evolved,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,430833,94552,0,"10,000,000 .. 20,000,000",10570,1065,1314,882,2999,29.99,0,48200,ARK: Survival Evolved,245.0,362.0,145.0,/games/ARK_Survival_Evolved_header.jpg,"Action, Adventure, Indie, Massively Multiplayer, RPG","{'Open World Survival Craft': 12095, 'Survival': 11354, 'Open World': 8842, 'Multiplayer': 8688, 'Dinosaurs': 8318, 'Crafting': 7347, 'Building': 6984, 'Adventure': 6188, 'Base-Building': 5519, 'Co-op': 5044, 'Action': 4626, 'First-Person': 4209, 'Sandbox': 4139, 'Massively Multiplayer': 3993, 'Singleplayer': 3692, 'Early Access': 3440, 'RPG': 3023, 'Dragons': 2985, 'Sci-fi': 2422, 'Indie': 2012}",MMO,82.00329282335811,71.0,71.0,0.0,71.0,71.0,145.0,144.7668905062438,0.0,0.0,0.0,15001,10001,5001
12,22,242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,,353213,17893,0,"10,000,000 .. 20,000,000",1745,256,872,169,1999,19.99,0,8478,The Forest,15.0,27.5,51.5,/games/TheForest.jpg,"Action, Adventure, Indie, Simulation","{'Open World Survival Craft': 11446, 'Survival': 11049, 'Open World': 7933, 'Horror': 7351, 'Crafting': 5936, 'Adventure': 5121, 'Building': 4973, 'Survival Horror': 4488, 'First-Person': 4104, 'Action': 3455, 'Exploration': 3219, 'Sandbox': 3055, 'Atmospheric': 2546, 'Singleplayer': 2447, 'Simulation': 2413, 'Indie': 2141, 'Realistic': 2121, 'Gore': 2101, 'Early Access': 1604, 'Zombies': 1464}",Simulation,95.17846652977856,15.0,27.5,36.5,15.074337576503034,27.05430304021411,51.5,51.34779091499995,41.946665871045354,36.5,35.30867917798409,8478,8478,5001
13,23,620,Portal 2,Valve,Valve,,292537,3558,0,"10,000,000 .. 20,000,000",1140,127,540,198,199,1.9900000000000002,0,2070,Portal 2,8.5,13.5,21.0,/games/Portal2cover.jpg,"Action, Adventure","{'Platformer': 7109, 'Puzzle': 6728, 'Dark Humor': 6673, 'First-Person': 6635, 'Puzzle-Platformer': 6624, 'Story Rich': 6610, 'Funny': 6538, 'Female Protagonist': 6521, '3D Platformer': 6489, 'Action-Adventure': 6426, 'Action': 6387, 'FPS': 6384, 'Co-op': 5055, 'Physics': 4758, 'Level Editor': 4620, 'Sci-fi': 4597, 'Science': 4527, 'Comedy': 4511, 'Atmospheric': 4509, 'Adventure': 4486}",Action,98.79835863489758,8.5,13.5,12.5,8.536296829316267,13.0231431721956,21.0,21.488899241681302,13.090151405271873,12.5,11.889864908061018,2070,2070,2070
14,30,322330,Don't Starve Together,Klei Entertainment,Klei Entertainment,,321647,12852,0,"10,000,000 .. 20,000,000",2664,159,507,97,1499,14.99,0,31163,Don't Starve Together,35.0,109.0,307.0,/games/23828_Dont_Starve_Together.jpg,"Adventure, Indie, Simulation","{'Exploration': 40750, 'Open World Survival Craft': 40661, 'Survival': 40645, 'Rogue-lite': 40644, 'Crafting': 40624, 'Sandbox': 40622, 'Multiplayer': 9726, 'Difficult': 9723, '2D': 9711, 'Strategy': 9704, 'Open World': 9700, 'Funny': 9694, 'Horror': 9693, 'Action': 9689, 'Adventure': 9686, 'Atmospheric': 9686, 'Simulation': 9683, 'Survival Horror': 9677, 'Online Co-Op': 7718, 'PvP': 7706}",Simulation,96.15783604734244,35.0,71.0,71.0,34.50906975879305,71.0,251.0,251.0,63.01386146250984,251.0,251.0,15001,10001,5001
15,32,739630,Phasmophobia,Kinetic Games,Kinetic Games,,422447,12923,0,"10,000,000 .. 20,000,000",1357,124,673,94,1399,13.99,0,17011,Phasmophobia,16.0,44.5,102.0,/games/83704_Phasmophobia.jpg,"Action, Indie, Early Access","{'Horror': 2373, 'Online Co-Op': 1516, 'Multiplayer': 1380, 'Psychological Horror': 1129, 'Co-op': 1013, 'VR': 878, 'Supernatural': 854, 'First-Person': 801, 'Investigation': 712, 'Dark': 597, 'Mystery': 525, 'Demons': 513, 'Detective': 508, 'Early Access': 404, '3D': 363, 'Thriller': 358, 'Indie': 336, 'Action': 299, 'Tactical': 274, 'Lovecraftian': 126}",Action,97.03172014608263,16.0,44.5,71.0,16.235739802209334,44.65220724033024,102.0,101.66809261177515,71.0,86.0,91.68267533265809,15001,10001,5001
16,34,477160,Human: Fall Flat,No Brakes Games,Curve Games,,155725,8791,0,"10,000,000 .. 20,000,000",791,119,373,104,1999,19.99,0,3559,Human: Fall Flat,6.0,10.5,21.5,/games/38887_Human_Fall_Flat.jpg,"Adventure, Casual, Indie, Simulation","{'Co-op': 1878, 'Puzzle': 1845, 'Funny': 1843, 'Adventure': 1839, 'Physics': 1817, 'Action': 1804, 'Sandbox': 1800, 'Puzzle-Platformer': 1791, 'Open World': 1783, 'Multiplayer': 1521, 'Indie': 629, 'Local Co-Op': 626, 'Comedy': 552, 'Parkour': 518, 'Local Multiplayer': 504, 'Casual': 373, 'Singleplayer': 312, '3D Platformer': 310, 'Split Screen': 304, 'Simulation': 243}",Simulation,94.65644678937004,6.0,10.5,15.5,6.40209632659784,10.281985759794987,21.5,21.88008613772934,15.834088082338278,15.5,15.631382641641109,3559,3559,3559
17,36,400,Portal,Valve,Valve,,105685,1672,0,"10,000,000 .. 20,000,000",350,90,177,129,999,9.990000000000002,0,380,Portal,3.0,5.0,9.5,/games/256px-Portal_standalonebox.jpg,Action,"{'Puzzle': 3983, 'Puzzle-Platformer': 3018, 'First-Person': 2362, '3D Platformer': 2351, 'Singleplayer': 2000, 'Sci-fi': 1859, 'Comedy': 1515, 'Female Protagonist': 1430, 'Funny': 999, 'Action': 998, 'Physics': 979, 'Story Rich': 806, 'Classic': 785, 'Platformer': 768, 'Science': 716, 'Atmospheric': 618, 'FPS': 610, 'Short': 592, 'Adventure': 580, 'Dark Humor': 572}",Action,98.44257943124342,3.0,5.0,6.5,3.27169309912481,4.6432549166903225,9.5,9.00169315551089,5.371406398721554,6.5,6.937431302115754,380,380,380
18,37,582010,Monster Hunter: World,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,302515,51769,0,"10,000,000 .. 20,000,000",7561,589,2681,360,2999,29.99,0,20240,Monster Hunter: World,48.0,103.0,382.0,/games/52493_Monster_Hunter_World.jpg,Action,"{'Co-op': 2509, 'Multiplayer': 2341, 'Action': 2166, 'Open World': 1696, 'RPG': 1544, 'Third Person': 1258, 'Character Customization': 1193, 'Adventure': 1088, 'Fantasy': 1051, 'Singleplayer': 909, 'Difficult': 903, 'Action RPG': 894, 'Exploration': 790, 'Great Soundtrack': 696, 'Replay Value': 669, 'Atmospheric': 545, 'Hack and Slash': 509, 'JRPG': 493, 'Souls-like': 312, 'MMORPG': 281}",Action,85.387711553443,48.0,71.0,71.0,47.86334085011525,71.0,251.0,251.0,71.0,251.0,251.0,15001,10001,5001
19,39,304050,Trove,gamigo US Inc.,gamigo US Inc.,,69919,16681,0,"10,000,000 .. 20,000,000",6255,6,183,6,0,0.0,0,1569,Trove,434.0,324.0,107.0,/games/trove_open_blog.jpg,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG","{'Free to Play': 3707, 'Open World': 2555, 'Multiplayer': 2182, 'Adventure': 1940, 'MMORPG': 1920, 'Massively Multiplayer': 1717, 'Building': 1509, 'Sandbox': 1404, 'RPG': 1328, 'Pixel Graphics': 1324, 'Action': 1247, 'Crafting': 1116, 'Third Person': 1029, 'Co-op': 1027, 'Exploration': 987, 'Dungeon Crawler': 858, 'Voxel': 753, 'Casual': 632, 'Funny': 620, 'FPS': 442}",MMO,80.7378752886836,71.0,71.0,0.0,71.0,71.0,107.0,107.11519685685238,0.0,0.0,0.0,1569,1569,1569
20,40,130,Half-Life: Blue Shift,Gearbox Software,Valve,,9943,937,0,"10,000,000 .. 20,000,000",12989,84,94,167,499,4.99,0,35,Half-Life: Blue Shift,3.0,3.5,3.5,/games/250px-Half-Life_Blue_Shift_box.jpg,Action,"{'FPS': 462, 'Action': 288, 'Sci-fi': 218, 'Singleplayer': 196, 'Shooter': 177, 'Aliens': 154, 'Classic': 144, 'First-Person': 141, 'Zombies': 94, 'Adventure': 91, ""1990's"": 81, 'Short': 78, 'Atmospheric': 72, 'Silent Protagonist': 53, 'Story Rich': 48, 'Great Soundtrack': 24, 'Moddable': 24, 'Puzzle': 24, 'Retro': 21, 'Old School': 12}",Action,91.38786764705884,3.0,3.5,0.5,3.357134548009067,3.0873659376283573,3.5,3.1836902488283467,0.43921924575890003,0.5,0.5111045863878868,35,35,35
21,41,444200,World of Tanks Blitz,Wargaming Group Limited,Wargaming Group Limited,,90164,21860,0,"10,000,000 .. 20,000,000",10546,895,127,1175,0,0.0,0,25243,World of Tanks: Blitz,2706.0,19.0,3.5,/games/28447_World_of_Tanks_Blitz.jpg,"Action, Free to Play, Massively Multiplayer","{'Tanks': 2604, 'Free to Play': 1679, 'Action': 838, 'Multiplayer': 818, 'World War II': 707, 'War': 662, 'Massively Multiplayer': 643, 'PvP': 495, 'Shooter': 493, 'Strategy': 471, 'Military': 470, 'Online Co-Op': 363, 'Simulation': 337, 'Competitive': 313, 'Psychological Horror': 213, 'FPS': 193, 'Arcade': 192, 'Singleplayer': 186, 'Open World': 162, 'First-Person': 149}",MMO,80.48632435906592,71.0,19.0,0.0,71.0,18.754112153724,3.5,3.267517800284019,0.0,0.0,0.0,15001,10001,5001
22,42,220,Half-Life 2,Valve,Valve,,139705,3659,0,"10,000,000 .. 20,000,000",684,136,363,268,999,9.990000000000002,0,803,Half-Life 2,13.0,15.5,19.5,/games/256px-421px-HL2box.jpg,Action,"{'FPS': 3903, 'Action': 2779, 'Sci-fi': 2424, 'Classic': 2214, 'Singleplayer': 2150, 'Story Rich': 1852, 'Shooter': 1667, 'First-Person': 1556, 'Adventure': 1333, 'Dystopian ': 1173, 'Atmospheric': 1090, 'Zombies': 993, 'Silent Protagonist': 979, 'Physics': 945, 'Aliens': 912, 'Great Soundtrack': 899, 'Horror': 729, 'Puzzle': 701, 'Multiplayer': 645, 'Moddable': 481}",Action,97.44775536396864,13.0,15.5,6.5,12.976285306264703,15.389349627085453,19.5,19.21786396405081,7.218424463940492,6.5,6.301666070806629,803,803,803
23,43,8930,Sid Meier's Civilization V,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",,177812,7140,0,"5,000,000 .. 10,000,000",5971,750,2205,828,2999,29.99,0,18469,Sid Meier's Civilization V,39.5,114.0,405.0,/games/CIVILIZATION-V-FRONT-OF-BOX.jpg,Strategy,"{'Turn-Based Strategy': 4896, 'Strategy': 4302, 'Turn-Based': 2536, 'Multiplayer': 2356, 'Historical': 2149, '4X': 1693, 'Addictive': 1632, 'Singleplayer': 1579, 'Hex Grid': 1296, 'Grand Strategy': 1018, 'Replay Value': 824, 'Co-op': 753, 'Tactical': 708, 'Economy': 705, 'Diplomacy': 663, 'Moddable': 617, 'Simulation': 588, 'Classic': 458, 'Great Soundtrack': 443, 'Touch-Friendly': 302}",Strategy,96.1395389073922,39.5,71.0,71.0,39.50133018672333,71.0,251.0,251.0,64.55011197542953,251.0,251.0,15001,10001,5001
24,44,261550,Mount & Blade II: Bannerlord,TaleWorlds Entertainment,TaleWorlds Entertainment,,164541,23133,0,"5,000,000 .. 10,000,000",4985,206,3394,248,3999,49.99,20,13352,Mount & Blade II: Bannerlord,37.0,70.0,91.5,/games/mount-and-blade-2-bannerlord_5d9c5ea2.jpg,"Action, RPG, Simulation, Strategy, Early Access","{'Medieval': 1903, 'Strategy': 1662, 'Open World': 1582, 'RPG': 1505, 'War': 1447, 'Sandbox': 1234, 'Multiplayer': 1233, 'Singleplayer': 1012, 'Action': 1004, 'Simulation': 872, 'Character Customization': 854, 'Moddable': 834, 'Adventure': 815, 'Horses': 769, 'Realistic': 688, 'Third Person': 673, 'First-Person': 659, 'Historical': 656, 'Great Soundtrack': 449, 'Early Access': 404}",Simulation,87.67383867770708,37.0,70.0,54.5,37.308579504065605,70.0,91.5,91.58054588545974,47.25308141998187,54.5,56.015642946181146,13352,10001,5001
25,45,532210,Life is Strange 2,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",,22912,4116,0,"5,000,000 .. 10,000,000",427,0,229,0,3196,31.96,0,187,Life Is Strange 2,16.0,18.0,20.0,/games/57795_Life_is_Strange_2.jpeg,Adventure,"{'Choices Matter': 603, 'Story Rich': 580, 'Adventure': 480, 'Singleplayer': 331, 'Great Soundtrack': 330, 'Atmospheric': 264, 'Episodic': 217, 'Drama': 209, 'Sexual Content': 167, 'Choose Your Own Adventure': 155, 'Point & Click': 119, 'Third Person': 111, 'Walking Simulator': 100, 'LGBTQ+': 95, 'Mystery': 89, 'Nudity': 70, 'Puzzle': 56, 'Funny': 43, 'Comedy': 42, 'Classic': 31}",Adventure,84.77134823146366,16.0,18.0,4.0,15.752945355710953,17.5618101676421,20.0,20.286182792942817,4.1774098165548805,4.0,4.037154603882104,187,187,187
26,46,275390,Guacamelee! Super Turbo Championship Edition,DrinkBox Studios,DrinkBox Studios,,5472,443,0,"5,000,000 .. 10,000,000",208,0,69,0,1499,14.99,0,22,Guacamelee!: Super Turbo Championship Edition,7.0,9.5,15.5,/games/Guacamelee!SuperTurboChampionshipEdition.jpg,"Action, Adventure, Indie","{'Metroidvania': 6826, '2D': 500, 'Platformer': 461, 'Action': 361, 'Colorful': 255, 'Indie': 234, 'Local Co-Op': 227, 'Adventure': 203, 'Funny': 187, ""Beat 'em up"": 160, 'Co-op': 140, 'Comedy': 139, 'Great Soundtrack': 129, 'Singleplayer': 124, '4 Player Local': 117, 'Wrestling': 114, 'Local Multiplayer': 91, 'Side Scroller': 84, 'Action-Adventure': 84, 'Memes': 69}",Action,92.5105663567202,7.0,9.5,8.5,7.194684510532472,9.96203497159743,15.5,15.9620819062468,8.447134324892495,8.5,7.598835248187517,22,22,22
27,47,70,Half-Life,Valve,Valve,,71568,2553,0,"5,000,000 .. 10,000,000",4434,1,130,1,999,9.990000000000002,0,518,Half-Life,12.0,14.0,15.5,/games/256px-Half-Life_Cover_Art.jpg,Action,"{'FPS': 2252, 'Sci-fi': 1780, 'Action': 1773, ""1990's"": 1773, 'Singleplayer': 1773, 'Multiplayer': 1772, 'Shooter': 1765, 'Classic': 1760, 'First-Person': 1756, 'Aliens': 1750, 'Silent Protagonist': 1749, 'Story Rich': 1749, 'Atmospheric': 1739, 'Adventure': 1733, 'Moddable': 1731, 'Action-Adventure': 1721, 'Gore': 1720, 'Retro': 1716, 'Difficult': 1705, 'PvP': 1699}",Action,96.55563200712348,12.0,14.0,3.5,11.703559059527034,13.91209930069656,15.5,15.00113845813053,3.515716430304355,3.5,3.862940907689677,518,518,518
28,50,72850,The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,,293356,15982,0,"5,000,000 .. 10,000,000",6298,696,3205,1358,1999,19.99,0,4601,The Elder Scrolls V: Skyrim,34.0,109.0,232.0,/games/The_Elder_Scrolls_V_Skyrim_cover.png,RPG,"{'Open World': 9899, 'RPG': 8606, 'Fantasy': 6144, 'Adventure': 5511, 'Dragons': 4773, 'Moddable': 4772, 'First-Person': 3916, 'Action': 3495, 'Medieval': 3430, 'Singleplayer': 3378, 'Magic': 3332, 'Story Rich': 2937, 'Great Soundtrack': 2802, 'Sandbox': 2490, 'Lore-Rich': 2431, 'Atmospheric': 2405, 'Character Customization': 2315, 'Action RPG': 1788, 'Third Person': 1723, 'Epic': 1445}",RPG,94.83348311555643,34.0,71.0,71.0,34.29389388621748,71.0,232.0,231.80658064918765,70.77756209672398,198.0,179.75711804152488,4601,4601,4601
29,51,251570,7 Days to Die,The Fun Pimps,The Fun Pimps Entertainment LLC,,193872,25880,0,"5,000,000 .. 10,000,000",5468,430,1500,370,2499,24.99,0,22295,7 Days to Die,54.0,98.0,369.0,/games/7DaystoDie.jpg,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access","{'Survival': 5811, 'Zombies': 4435, 'Voxel': 4185, 'Open World': 4072, 'Open World Survival Craft': 4035, 'Multiplayer': 3971, 'Post-apocalyptic': 3922, 'Base-Building': 3793, 'Exploration': 3735, 'Online Co-Op': 3725, 'Simulation': 3677, 'Sandbox': 3643, 'Building': 3633, 'Strategy': 3583, 'Character Customization': 3555, 'FPS': 3549, 'Procedural Generation': 3539, 'Tower Defense': 3534, 'Action': 3521, 'Early Access': 3473}",Simulation,88.22308784447924,54.0,71.0,71.0,53.760490492279395,71.0,251.0,251.0,64.1958349745219,251.0,243.0447309345694,15001,10001,5001
